Rating,Review Date,Employee,Description
5.0,"Mar 13, 2017","Current  Employee  in Redmond, Washington State","["" At least for me!: 401k match of 50% up to 9k/year, 2 options of health insurance: premera high deductible plan or HMO. With the HDHP, for an individual, they contribute $1k to your HSA/year. Out of pocket max is $2500/year, but coinsurance kicks in after $1500 then you pay 10% until the max is reached. There is no payroll deduction for either plan, which is a huge bonus. They will pay for your gym membership to 1 of 5 local gyms (not LA fitness, but the Pro Club is an option!), or give you up to $800/year in reimbursed stay fit benefits (all stay fit benefits are taxed however). Standard dental and eye coverage. They have a wellness clinic on the Redmond campus that accepts the HMO health plan, which can be a major convenience (including chiro). They also have an eye clinic on campus in the Commons. They have ergonomic benefits - standing desk, free consultations, ergonomic desk solutions. Commuter benefits include free orca card, the connector buses, free on campus parking and free on-demand shuttles to all other MS offices. Annual bonus includes stock and cash based on performance. There's paid time off for new baby at home, both parents, birth or adopted or etc. Birth mothers can take up to 20 weeks at reduced pay(?), standard PTO is 15 days, but you also receive a couple of floating holidays and pretty generous gov holidays including MLK day in January. All in all, I've been very pleased with MS benefits.""]"
5.0,"Mar 15, 2017","Current  Program Manager 2  in Redmond, Washington State",[' 401K matching. $800 dollars a year for athletics.']
5.0,"Mar 17, 2017","Current  Employee  in Redmond, Washington State","[' Great benefit programs, offers HSA plan that you can use it in the future, 3 weeks vacation for the first year and 2 personal holidays. The company matches your donations too, great way to give back to the communities.']"
5.0,"Mar 17, 2017","Former  Data Center Technician  in Seattle, Washington State",[' Company matched contributions to approved charities. Donate 10K to your favorite charity? Microsoft will match that!']
5.0,"Mar 17, 2017","Former  Datacenter Technician  in Seattle, Washington State",[' Employer match on approved charitable contributions. Give 10K to your favorite charity? Microsoft will match that!']
5.0,"Mar 13, 2017","Current  Employee  in Redmond, Washington State","[' Good healthcare with support for HSA and stay fit programs and incentives. Excellent paid time off, sick leave and 10 year sabbatical for L66+']"
5.0,"Mar 12, 2017","Current  Employee  in Cambridge, Massachusetts","[' great overall package, very comprehensive. Believe it is at the top of the industry. Very complete and generous.']"
5.0,"Mar 11, 2017","Current  Employee  in Redmond, Washington State","["" Benefits are among the best I've ever seen. The coolest one is the benefit for recreational equipment if you don't use the offer for a gym membership. But in addition, the stock purchase plan is one that isn't usually offered anymore. Other companies say they do, but for them it's only via the 401K plan. Microsoft offers the stock purchase plan separately.""]"
5.0,"Mar 10, 2017","Current  Employee  in Sunnyvale, California",[' Fitness allowance plus gym access.']
4.0,"Mar 08, 2017","Current  Employee  in Redmond, Washington State","[' 401K, health insurance, fitness, holidays']"
5.0,"Mar 06, 2017","Current  Employee  in Seattle, Washington State","[' 15 days of PTO -- great for first year out of college. One day to work at home. 401k is matching. Health-plan is comprehensive. All in all, fantastic for right out of college.']"
5.0,"Mar 07, 2017","Former  Employee  in Redmond, Washington State","[' Great 401k and dental insurance, everything was covered.']"
5.0,"Mar 06, 2017","Former  Principal Software Design Engineer  in Redmond, Washington State","[' Great benefits, competitive with the other employers, if not the best, in the Seattle area.']"
5.0,"Mar 03, 2017","Former  Employee  in Redmond, Washington State","[' Prime card, good insurance, great opportunity and learn and grow and opportunity to shift between different units. Also great infrastructure and enviornment']"
3.0,"Mar 08, 2017","Current  Senior Program Manager  in Redmond, Washington State","[' Dental, Vision is run of the mill, not that great.']"
3.0,"Mar 07, 2017","Current  Employee  in Redmond, Washington State","["" I hate dealing with HSA it's so confusing.""]"
4.0,"Mar 04, 2017","Former  Employee  in Redmond, Washington State","[' Great benefits, especially relocation and travel package.']"
4.0,"Mar 03, 2017","Current  Senior Program Manager  in Redmond, Washington State","[' Good variety of options, standard settings are 100% paid for by the company.']"
4.0,"Mar 02, 2017","Current  Employee  in Redmond, Washington State",[' Benefits are well thought out and truly helpful. They even have a running course that goes around campus and showers in every building with free towel service']
4.0,"Mar 01, 2017","Current  Researcher  in Seattle, Washington State","[' Great maternity benefits: paid 5 months off. Most importantly, people do take 5 months off or longer. So you are not pressured or expected to come back earlier.']"
5.0,"Mar 01, 2017","Former  Employee  in Redmond, Washington State","[' The childcare benefits are incredible, especially for dual working parents. The emergency nanny benefit is clutch for unexpected sick days. The stock grants and healthcare are also incredible.']"
5.0,"Feb 25, 2017","Former  Senior User Interface Designer  in Redmond, Washington State",[' - health insurance - stay fit allowance - vacation length (after many years at company) - maternity/paternity leave **']
5.0,"Feb 24, 2017","Former  Consumer Product Advisor  in Bethesda, Maryland","[' 401k match up 3%, tuition assistance, healthcare']"
5.0,"Feb 23, 2017","Current  Employee  in Redmond, Washington State",[' 401k matching 50% no limit']
5.0,"Feb 20, 2017","Current  Employee  in Redmond, Washington State","[' gym membership payment, 401k matches, flexible work times, family healthcare good even by tech Industry standards. No complaints at all!']"
5.0,"Feb 20, 2017","Current  Intern  in Seattle, Washington State","[' Great 401K, signing bonus, giving match program, relocation help']"
5.0,"Feb 18, 2017","Current  Employee  in Bellevue, Washington State",[' Health plan is one of the best I have had. All around amazing package. It would be better if food services were higher end and cheaper or free especially after hours.']
4.0,"Feb 28, 2017","Current  Employee  in Redmond, Washington State",[' Great benefits by this company.']
4.0,"Feb 24, 2017","Current  Associate  in Portland, Oregon",[' Microsoft. Takes Pride in Employees and Family Living. Thank you!!!']
4.0,"Feb 23, 2017","Current  Senior Program Manager  in Seattle, Washington State",[' I appreciate the flexibility to work from home periodically to better manage work-life balance (dependent on group).']
5.0,"Feb 13, 2017","Current  Senior Engagement Manager  in Reston, Virginia",[' very comprehensive benefits package - best of industry including stock vesting within 6 mo. It feels as though the company invests substantially to promote retention']
5.0,"Feb 15, 2017","Former  Employee  in Redmond, Washington State",[' Best benefits for self and family!']
5.0,"Feb 13, 2017","Current  Employee  in Redmond, Washington State","[' 401k, retirement benefits, medical benefits, and paid time off are all good. Microsoft also has club membership. Microsoft also has ARAG benefit']"
4.0,"Feb 16, 2017","Current  Employee  in Seattle, Washington State",[' 401k. .. ... ...']
4.0,"Feb 18, 2017","Current  Employee  in Cincinnati, Ohio",[' Best: Package available is one of the most competitive in the industry Worst: Lack of flexibility and selection in you benefits package.']
4.0,"Feb 16, 2017","Current  Senior Software Engineer ()  in Sunnyvale, California","["" 401k is very strong. Benefits are outstanding. Healthcare plan isn't as good as the old one.""]"
4.0,"Feb 14, 2017","Current  Employee  in Redmond, Washington State","["" Only worst thing is the stock refresh. It's miserable compared to other top tech companies.""]"
4.0,"Feb 14, 2017","Former  Employee  in Redmond, Washington State",[' Not the best but one of the best in the tech industry']
4.0,"Feb 13, 2017","Former  Software Engineer  in Redmond, Washington State","[' The benefits were the best when the medical insurance was 100% with zero co pay. Now they have co-pay, but they still provide the best benefits in the industry.']"
4.0,"Feb 13, 2017","Current  BPM   in Redmond, Washington State","[' For US employees, $800 allowance from the Stay Fit program is very attractive.']"
5.0,"Feb 12, 2017","Former  Director  in Irving, Texas",[' Very comprehensive - mostly covered by the company.']
5.0,"Feb 10, 2017","Current  Software Engineer  in Redmond, Washington State","[' Great things: StayFit reimbursement, 401k matching, donation matching, full medical and dental insurance, Connector service']"
5.0,"Feb 09, 2017","Former  Employee  in Redmond, Washington State",[' Healthcare benefits are comprehensive and and extremely good; online portal for managing your claims and repaying them was a convenience I sorely miss.']
5.0,"Feb 08, 2017","Former  Account Manager  in Dallas, Texas",[' best is the health reimbursement for anything that improves your lifestyle!']
5.0,"Feb 08, 2017","Current  Program Manager  in Bellevue, Washington State","[' Best: shuttles, parental leave, insurance']"
4.0,"Feb 08, 2017","Current  Program Manager  in Redmond, Washington State","[' Overall, pretty good, but probably worse than Google and Facebook']"
4.0,"Feb 07, 2017","Current  Employee  in Redmond, Washington State",[' Matching 50% of employees contributions']
3.0,"Feb 07, 2017","Current  Employee  in Redmond, Washington State","[' Free health club, good 401K program']"
4.0,"Feb 07, 2017","Current  Senior Program Manager  in Redmond, Washington State","["" Health insurance is great - covers a lot of preventive treatments; there also very nice child care benefits - it's called back up care, allows you to hire a babysitter for $5 an hour out of pocket.""]"
4.0,"Feb 07, 2017","Current  Service Engineer II  in Redmond, Washington State",[' HSA account that they put money in for you. 401K match at 6%. ESPP.']
5.0,"Feb 04, 2017","Former  Employee  in San Francisco, California",[' Great benefits package for employees.']
5.0,"Feb 03, 2017","Former  Business Program Manager  in Fort Collins, Colorado",[' The best is the fitness bonus. The worst is dealing with the HSA and bills from the doctors.']
5.0,"Feb 01, 2017","Current  Microsoft TSP  in New York, New York State","[' Best - Medical, Worst - 401K (match only 50%)']"
5.0,"Jan 30, 2017","Current  Employee  in Redmond, Washington State",[' Solid health insurance offering. Also 401k options are very solid.']
5.0,"Jan 29, 2017","Current  Employee  in Redmond, Washington State","[' The benefits package is good at Microsoft. It is very helpful. 401k, stock plan, fitness reimbursement are good and outstanding.']"
4.0,"Jan 31, 2017","Former  Employee  in Redmond, Washington State",[' 10% off stock ESPP plan and the parental leave of 3 months full paid. I made good use of both.']
4.0,"Jan 30, 2017","Current  Microsoft Student Partner  in Raleigh, North Carolina",[' It was fun to get compensation for hosting workshops']
4.0,"Jan 29, 2017","Current  Senior Program Manager  in Redmond, Washington State","["" Used to be a great plan, but changes were introduced when the ACA was rolled out which put a lot of the burden of tracking and paying for services on the employee. In a raw economic sense, it's a good thing - I now get to see how much things cost and can make a more rational decision as a consumer - but now I need to figure out how some of that extra cost will be paid.""]"
4.0,"Jan 28, 2017","Current  Senior Software Development Engineer  in Redmond, Washington State","[' Its ok the worse thing is the health benefits, it used to be 100% coverage now its deductible based which I think is stupid for a company this size. I think its because there are not enough young employees and they are really really old now.']"
4.0,"Jan 28, 2017","Current  Employee  in Redmond, Washington State","["" Pretty good health coverage overall. Have to remember that the turn of the calendar year means that it's time to start paying towards the deductible again and not be surprised the your out of pocket medical costs will be higher for some number of months.""]"
5.0,"Jan 26, 2017","Current  Employee  in Redmond, Washington State","[' Health coverage is top notch, some of the best in the industry. High deductible, but company offsets that cost. My spouse and three kids are covered for $150 per month.']"
5.0,"Jan 26, 2017","Former  Employee  in Redmond, Washington State","[' they had good benefits package before 2014, not sure what they have now with Obamacare.']"
5.0,"Jan 25, 2017","Current  Consumer Services Advisor  in New York, New York State","["" Microsoft cares a GREAT deal about all of their employees, whether you work in their Retail sector or amongst it's corporate folk. My personal favorite benefit is that Microsoft understands that you need time off from work; and this time off can revolve around grieving a family loss, personal mental health, or honestly - just a needed break. This time off is also (more than not) paid!""]"
5.0,"Jan 24, 2017","Current  Employee  in Bellevue, Washington State","[' Very competitive package, health, dental, 401K to name a few']"
5.0,"Jan 23, 2017","Current  Employee  in Seattle, Washington State","[' health insurance, dental, gym, 401k, stock options, etc.']"
4.0,"Jan 26, 2017","Current  Employee  in Redmond, Washington State","["" Solid all around package, competitive with tech market, even if it doesn't have all the crazy perks they have in the Valley.""]"
4.0,"Jan 25, 2017","Current  Community Development Specialist  in New York, New York State",[' The best things are the StayFit 250 bonus and vacation days. The worst is the sick time and HSA plan.']
4.0,"Jan 25, 2017","Former  Data Scientist  in Cambridge, Massachusetts","[' There is 2500 dollars relocation credit card. And also 300 dollars pocket money. All commuting is covered. If you rent a car, the benefit is very good. But I just use trains.']"
4.0,"Jan 24, 2017","Former  Employee  in Bellevue, Washington State","[' free public transport, intern games and events, free unlimited drinks. fun stuffs throughout the summer. a lot more fun and a lot /moderate work. good pay.']"
4.0,"Jan 23, 2017","Current  Employee  in Bellevue, Washington State",[' parental leave (paid time off) has improved but could be better']
5.0,"Jan 22, 2017","Former  Employee  in Redmond, Washington State","[' The best things were the 401K (Microsoft would match up to 50% of max) and the employee stock purchase plan. Also the Stay Fit options were good (could go to a gym or get $800 to spend on fitness related activities/equipment or other things). The worst thing... was probably the food. Unlike some other tech companies, you had to pay for food.']"
5.0,"Jan 22, 2017","Current  Employee  in Lexington-Fayette, Kentucky",[' they have amazing perks like discounts on your phone line and discounts on soft ware and hardware as well. . not only do they pay for your insurance but there is a high deductible. but you could pay that in no time if you think about your month bill for your insurance.']
5.0,"Jan 19, 2017","Former  Employee  in Redmond, Washington State","[' Microsoft has comprehensive healthcare coverage, 401K match, charitable donation matching, Passport discounts, employee discounts.']"
5.0,"Jan 19, 2017","Current  Program Manager  in Seattle, Washington State","[' Microsoft has great benefits like any other tech company its size. The 410k and healthcare benefits are some of the best in the market, good option for those looking for a stable position.']"
5.0,"Jan 18, 2017","Former  Senior Software Engineer  in Redmond, Washington State","[' Medical is second to none, Gym benefits are spectacular,']"
4.0,"Jan 22, 2017","Current  Employee  in Mountain View, California","["" 401k matching is excellent, but health insurance isn't as good as it used to be.""]"
4.0,"Jan 20, 2017","Current  Employee  in Redmond, Washington State","[' Medical benefits and work life balance are good, but Base salaries are not great compared to similar other big companies.']"
4.0,"Jan 19, 2017","Former  Employee  in Nashville, Tennessee",[' Great company to work for. No negatives.']
4.0,"Jan 18, 2017","Current  Employee  in Redmond, Washington State",[' The new healthy plan is not good. The best thing is that it has paid time off.']
2.0,"Jan 19, 2017","Current  Employee  in Redmond, Washington State",[' Insurance now need to pay a lot out of pocket at first']
5.0,"Jan 18, 2017","Current  Software Engineer   in Redmond, Washington State","[' Health, 401K, time off all are super good, nothing to complain there. Bonuses in the other hand are super low compared to other companies.']"
5.0,"Jan 13, 2017","Current  Senior Software Engineer  in Bellevue, Washington State",[' The best thing about the coverage is that their Premera plan covers a lot of services and treatments that are not covered in other Premera plans.']
5.0,"Jan 17, 2017","Current  Software Engineer  in Redmond, Washington State","[' Best benefits in the industry with fully covered medical insurance, amazing 401k matching, and $800/year for healthy lifestyle spending.']"
5.0,"Jan 16, 2017","Current  Employee  in Redmond, Washington State","["" Even after moving off the gold plated health plans, Microsoft's benefits are still incredible. Very supportive of their employees and their families""]"
5.0,"Jan 16, 2017","Current  Employee  in Redmond, Washington State","[' Excellent benefit package with generous health, dental & other benefits. Especially the choice of membership in health clubs is excellent']"
4.0,"Jan 17, 2017","Current  Senior Engineer  in Redmond, Washington State","[' The employee discount is for SW only. There is virtually no difference between online HW pricing and company store pricing. 401K is average, Paternity leave is very good, vacation is average, Health insurance is good to very good.']"
4.0,"Jan 16, 2017","Former  Employee  in Redmond, Washington State",[' Offers good benefits all around.']
4.0,"Jan 15, 2017","Current  Employee  in Redmond, Washington State",[' Great medical and gym benefit. A lot internal career training opportunities. 401K choices are awesome.']
4.0,"Jan 14, 2017","Current  SDE-2  in Bellevue, Washington State","[' Best: 401, ESPP and health care plan']"
4.0,"Jan 14, 2017","Former  Software Engineering  in San Francisco, California","[' 401k, Health and Flexibility in work are good benefits. We should provider better stock facility to employee. Bonus is also minimal.']"
5.0,"Jan 13, 2017","Current  Employee  in Redmond, Washington State","[' Two health insurance options: HSA (which they contribute to amounting to nearly your deductible) or group health. Vacation: 2 weeks sick time, 12 company holidays, 2 floaters, 3 weeks (6 yrs or less) vacation, 4 weeks (7-11 years), 5 weeks (12+ years) Leave: 12 weeks parental, up to 10 days bereavement Gym: Membership to Pro club, or another membership to places like YMCA, or up to $800 reimbursable for fitness expenses Snacks: soda options, fruit drinks, milk, choc milk, almond milk, pay-vending machines Commute: Microsoft commute buses, free public transit passes, rewards programs Financial: --- Matching programs to charity --- 50% match on 401k (max match = $9K) --- Bonus and Stock Awards at review time in September. Stock vests every 6 months over 5 years. --- Up to 15% of gross can be directed to ESPP which gives you 10% discount Tolerance for periodic working from home - especially in inclement weather.']"
5.0,"Jan 13, 2017","Current  Employee  in San Francisco, California",[' 12 weeks fully paid paternal leave for new Dad which is super awesome! Free lunch and dinner in office!']
5.0,"Jan 12, 2017","Former  Senior Software Development Engineer  in Redmond, Washington State","[' Great retirement, life, health and dental insurance. Good support for employee counseling and stress management, but because of high job stress, I needed it!']"
5.0,"Jan 10, 2017","Current  Employee  in San Francisco, California",[' Free lunch and dinner. 12 weeks fully paid parental leave for the new Dad which is amazing. Unlimited drinks and snacks']
5.0,"Jan 09, 2017","Current  Employee  in Redmond, Washington State","["" While it's not as great as it used to be, the benefits package at Microsoft is still top notch. Fitness benefits, family, education, ESPP, 401k match, all in addition to a great health package.""]"
5.0,"Jan 08, 2017","Current  Employee  in Fort Lauderdale, Florida","[' Overall...benefits are great. Great healthcare, 401K, etc. We even receive reimbursement for gym memberships, tennis shoes, yoga classes, golf clubs, etc.']"
5.0,"Jan 08, 2017","Former  Employee  in New York, New York State","[' Fun office, full 401k with great stock options. Free catered lunches and work events.']"
4.0,"Jan 11, 2017","Current  Employee  in Redmond, Washington State",[' Used to have best insurance but not anymore.']
4.0,"Jan 08, 2017","Current  Employee  in Redmond, Washington State",[' Health insurance is probably the biggest benefit.']
4.0,"Jan 06, 2017","Former  Intern  in Redmond, Washington State","[' Housing benefits, rental car benefits, relocation benefits, public transportation free access. No health insurance for interns.']"
5.0,"Jan 04, 2017","Current  Employee  in Redmond, Washington State","[' 401k is awesome, upto $9000 on 18000 contributed. Also has post tax contribution options.']"
5.0,"Jan 06, 2017","Current  Employee  in Detroit, Michigan",[' worse thing is the high deductible plan but everything otherwise is great']
5.0,"Jan 06, 2017","Former  Senior Program Manager  in Redmond, Washington State","["" Microsoft's Benefits package is extensive and comprehensive. One of the most satisfying aspects of my employment there.""]"
5.0,"Jan 05, 2017","Current  Employee  in Redmond, Washington State","[' 401k matching, Fitness program, Transportation, Locker rooms, Free medical']"
5.0,"Jan 04, 2017","Former  MIcrosoft Explorer  in Redmond, Washington State",[' Flight and car rental. They discount a lot. Also you get free public transport. You also get the Microsoft Prime card which gives you a lot of discounts.']
5.0,"Dec 29, 2016","Current  Employee  in Seattle, Washington State",[' 50% 401k/Roth matching up to $9k MS contribution/year. Purchase MS stock at discount.']
5.0,"Dec 29, 2016","Current  IT Technician  in Chicago, Illinois",[' The best thing is the company perks.']
5.0,"Dec 27, 2016","Current  Software Engineer  in Redmond, Washington State",[' Microsoft provides a very nice benefits package which is competitive with other software companies. They provide good paid vacation time allowing you to recharge and also a great paternity/maternity leave package.']
4.0,"Jan 04, 2017","Current  Senior Manager  in Redmond, Washington State",[' Proclub membership is awesome. Healthcare benefits are competitive']
3.0,"Dec 28, 2016","Current  Credit Manager  in Reno, Nevada",[' The benefits continue to diminish with each passing year. Especially in regards to health insurance.']
5.0,"Dec 22, 2016","Former  Employee  in Redmond, Washington State",[' vacation is awesome. insurance is decent. proclub benefits me.']
5.0,"Dec 21, 2016","Current  Employee  in Seattle, Washington State",[' Fertility benefits are the best and generous with up to $30k per spouse or partner.']
5.0,"Dec 21, 2016","Current  Support Escalation Engineer  in Dallas, Texas",[' The general benefit package is really fair.']
5.0,"Dec 19, 2016","Current  University Recruiter  in Redmond, Washington State","["" Contractors don't get FT benefits, it depends on agency that contracts you.""]"
5.0,"Dec 16, 2016","Current  Technical Recruiter  in Redmond, Washington State",[' How much money you save on Health Care expenses due to coverage.']
4.0,"Dec 19, 2016","Former  Employee  in Redmond, Washington State","["" Full benefits package is much appreciated by all. Medical is still very good, but getting more routine to what's available elsewhere when compared to heady days of being the very best in the business.""]"
4.0,"Dec 19, 2016","Former  Senior Product Manager  in Redmond, Washington State","[' Work life balance, 401K, ESPP,']"
4.0,"Dec 16, 2016","Current  Senior Software Engineer  in Redmond, Washington State","["" HSA is nice, as long as you don't use it for a couple of years. It takes time for money to build up in the account, which means if you need to use it in the first year or two, you'll probably end up paying more than you would if you had a regular insurance plan.""]"
4.0,"Dec 16, 2016","Current  Software Engineer II  in Redmond, Washington State",[' very nice package I never felt I need more.']
1.0,"Dec 20, 2016","Former  Employee  in Redmond, Washington State","[' best bonuses!!! stocks!!! good 401k plans and health benefits worst time offs and only 3 weeks you may be able to take though on paper it could be 4 weeks, depending on the group you are in.']"
5.0,"Dec 16, 2016","Former  Account Executive  in New York, New York State","[' Matching 401k, flexible work hours, gym stipend']"
5.0,"Dec 15, 2016","Former  Employee  in Seattle, Washington State",[' It was good. The have the best benefits among other comapanies']
5.0,"Dec 15, 2016","Current  Software Engineer  in Redmond, Washington State","[' So many great benefits, gym membership or reimbursement on fitness-related expenses, Prime card discounts, stock purchase discount, 401k matching, dental / vision, good HSA or HMO options, commuter vans and special ""Microsoft Bus"" between buildings, ORCA card, disability pay, life insurance and legal services at an affordable cost, credit union for the banks. I\'m probably missing some but those are the highlights!']"
5.0,"Dec 13, 2016","Current  Employee  in Redmond, Washington State",[' Health insurance is best in industry.']
5.0,"Dec 13, 2016","Current  Employee  in Seattle, Washington State","[' Best: 401K, health insurance Worst: None']"
5.0,"Dec 12, 2016","Former  Employee  in Redmond, Washington State",[' Best: * on-site Wellness center * annual flu shots and basic health testing * transit pass * onsite showers and towel service']
5.0,"Dec 10, 2016","Current  Finance Manager  in Seattle, Washington State","["" Time off isn't great and the new insurance plan has a very high deductible.""]"
5.0,"Dec 08, 2016","Current  Employee  in Redmond, Washington State","[' Microsoft covers all the bases, they take such incredible care of their employees. I consider myself very lucky.']"
4.0,"Dec 13, 2016","Former  Employee  in Redmond, Washington State",[' You work hard but they take great care of you']
4.0,"Dec 11, 2016","Current  Employee  in Redmond, Washington State","[' Flexible schedule, medical/dental/vision benefits, healthy lifestyle benefits, 401k, etc. all great. PTO is not as great as others in the industry.']"
5.0,"Dec 08, 2016","Current  Program Manager  in Cambridge, Massachusetts","["" The best thing is the 50% 401k match. If you max out your 401k at $18,000 a year, Microsoft will add another $9,000 to your account. This is an amazing way to help your employees retire early! The worst thing is you can't bring your dog :(""]"
5.0,"Dec 08, 2016","Former  Employee  in Redmond, Washington State","[' 401K match, health insurance, paid gym membership']"
5.0,"Dec 08, 2016","Former  Employee  in Boulder, Colorado",[' Not the gold plated plan it once was but still outstanding']
5.0,"Dec 07, 2016","Current  Employee  in Redmond, Washington State",[' Best: Stay fit benefit option is awesome. Can choose health club or equipment up to 800 per calendar year. No free lunch like other high tech companies.']
5.0,"Dec 07, 2016","Current  Software Engineer II  in Redmond, Washington State",[' The best part of the benefits is the incredibly low cost to employees. Employees that have been around for years complain about how much worse they are now but I am able to cover my family with an HSA plan that the company covers 100% of the monthly premium.']
5.0,"Dec 07, 2016","Current  Software Engineer II  in Redmond, Washington State","[' Great insurance, fantastic 401k matching']"
5.0,"Dec 05, 2016","Current  Employee  in Redmond, Washington State","[' Excellent benefits, probably the best in the industry.']"
5.0,"Dec 05, 2016","Former  Public Relations Manager  in San Juan, Puerto Rico","[' Job description, Management, Hourly rate, work-life balance. Many opportunities to grow within the company. Great management! Job description, Management, Hourly rate, work-life balance. Many opportunities to grow within the company. Great management!']"
3.0,"Dec 08, 2016","Current  Software Engineer  in Cambridge, Massachusetts","["" The worst thing is the vacation. It's not enough. It's pro-rated throughout the year, and accrues slowly. So by the end of the year you only get 3 weeks. And if you use your vacation early, and quit before it had fully accrued, Microsoft makes you pay them back for that vacation time. The best thing is the fitness benefit. There are a few strings attached (like limits on apparel spending and only 1 bike per year) but it's $800/year for fitness that gets totally reimbursed! Oh also the 401k match can't be beat. 50c per $1, or $9,000/year with full match.""]"
4.0,"Dec 07, 2016","Current  Program Manager  in Seattle, Washington State",[' Fair benefits compared to others']
5.0,"Dec 05, 2016","Current  Employee  in Redmond, Washington State",[' Vacation and time off are among the best in the industry. I am frequently carrying extra vacation time over each year and can use it when I want.']
5.0,"Dec 04, 2016","Former  Employee  in Redmond, Washington State","[' Everything, the products, perks, salary, place, just everything is perfect about working over at Microsoft.']"
5.0,"Nov 29, 2016","Former  Software Engineer  in Redmond, Washington State","[' perks, health insurance, 401k and time off']"
5.0,"Nov 29, 2016","Current  Employee  in Redmond, Washington State",[' Great company with one of the best perks in the industry']
5.0,"Nov 29, 2016","Current  Support Engineer  in Irving, Texas","["" Best thing: The health plan. The HSA they provide covers 2/3 of the deductible. Covers a slew of medical professionals. Worst thing: Discount on hardware (I believe it's 10%)""]"
4.0,"Dec 04, 2016","Former  Employee  in Redmond, Washington State",[' The benefit package is pretty comprehensive']
4.0,"Dec 03, 2016","Current  Employee  in Redmond, Washington State","[' Health Insurance with HSA, 401 K 3% match, Vacation 3 weeks for new hire']"
4.0,"Nov 30, 2016","Current  Senior Software Development Engineer  in Redmond, Washington State",[' Good: - 401K match - gym/sport program or $800 compensation for sport equipment - ESPP - health insurance plans are free Not great: - fixed deductible health insurance plan (GroupHealth)']
4.0,"Nov 28, 2016","Current  Service Advisor  in Mission Viejo, California","[' Good medical plan, reimbursement for fitness related purchases, etc. is the best thing. 401k match could be better.']"
4.0,"Nov 28, 2016","Current  Software Engineer  in Seattle, Washington State",[' It is one of the best especially the paternity leave policy which shows that the organisation really cares for its employees.']
5.0,"Nov 25, 2016","Current  Employee  in Redmond, Washington State",[' Health Insurance with no premiums']
5.0,"Nov 21, 2016","Former  Employee  in Redmond, Washington State","[' 401k match 50%, no limit (Expect IRS limit)']"
5.0,"Nov 21, 2016","Current  Senior Software Development Engineer  in Redmond, Washington State",[' Its great and very top of the line']
5.0,"Nov 21, 2016","Former  Sales Director  in Redmond, Washington State","["" Best is heath plan. I've heard it is the best in the industry.""]"
5.0,"Nov 21, 2016","Current  Senior Software Engineer  in Redmond, Washington State",[' benefits are great... no complaints.']
3.0,"Nov 28, 2016","Former  Software Engineer  in Seattle, Washington State",[' I think it is general neutral.']
4.0,"Nov 27, 2016","Current  Employee  in Redmond, Washington State",[' health insurance was very good but they changed it and made it very confusing.']
4.0,"Nov 26, 2016","Current  Employee  in New York, New York State","["" 50% match of 401k, Microsoft Prime program for discounts, Microsoft Company Store discounts. Amazing 3 months of parental leave. Don't love there's only one healthcare option for those outside Redmond and its a High Deductible Plan.""]"
4.0,"Nov 24, 2016","Current  Employee  in Redmond, Washington State","[' Good benefits for healthcare, stock purchase, 401k, time off']"
4.0,"Nov 23, 2016","Former  Employee  in Redmond, Washington State","[' Many choices of benefits options, it is a good thing and may needed as for a big company. On the other side, many of them are not useful for one of individual. To take some benefits, you really need to research a lot of details.']"
5.0,"Nov 16, 2016","Current  Employee  in Dallas, Texas",[' There are a lot of great things about the benefits. I mostly enjoy the software as well as the medical benefits.']
5.0,"Nov 16, 2016","Current  Staff Software Development Engineer  in Houston, Texas",[' the pay is the best. not alot of stress ethier']
4.0,"Nov 19, 2016","Current  Employee  in Redmond, Washington State","[' Great maternity and paternity time off, stay fit reimbusement for yearly exercise plan allowing choice of gyms or $800 towards fitness related expenses']"
4.0,"Nov 19, 2016","Current  Employee  in Seattle, Washington State",[' Benefits are good overall. They are no more best in the industry but better than most companies in the technology']
4.0,"Nov 18, 2016","Current  Employee  in Mountain View, California",[' Very good insurance and medical plans']
3.0,"Nov 17, 2016","Former  Tech Specialist  in Phila, Pennsylvania",[' good benefits nice environment helpful']
4.0,"Nov 16, 2016","Former  Principle Software Development Engineer  in Redmond, Washington State","[' Health, 401K, Stay Fit , bus service.']"
4.0,"Nov 16, 2016","Former  Employee  in Redmond, Washington State","[' great benefits, health insurance, 401 K plan with matching']"
4.0,"Nov 16, 2016","Current  Employee  in Redmond, Washington State","[' Overall, the benefits are very good. But the health benefits have changed a lot recently. Now employees pay a big portion out of pocket.']"
4.0,"Nov 16, 2016","Former  GM  in Redmond, Washington State",[' Medical benefits are strong. Dental benefits are decent. Lots of care for employees in need of support (HR Cares program). Overall very good benefits.']
5.0,"Nov 15, 2016","Former  Research Intern  in Redmond, Washington State",[' The best benefit is the complimentary access to local fitness centers. I personally found them to be very nice. The company provided great support as well.']
5.0,"Nov 14, 2016","Current  Employee  in Redmond, Washington State",[' Medical coverage is the best in the industry']
5.0,"Nov 14, 2016","Former  SERVICE ADVISOR  in Bloomington, Minnesota","[' By far the best benefits package around. Top notch medical, dental, and legal benefits. You also get many other perks such as fitness reimbursement and tuition reimbursement. Microsoft is a fantastic company to work work and their benefits is the best, bar none.']"
5.0,"Nov 13, 2016","Current  Employee  in Seattle, Washington State",[' Health insurance and allowance for health. I also like the campus here.']
